x	xmin	xmax	y	ymin	ymax	clickSelects	showSelected1	key	group
44	43.5	44.5	-0.0586708614951741	0	0.130680049524103	44	44	44	-1
45	44.5	45.5	0.00218774090161065	0	0.249027424822764	45	45	45	-1
46	45.5	46.5	-0.0639670509219957	0	0.0268479527389369	46	46	46	-1
47	46.5	47.5	0.0023641143492882	0	0.249968883018668	47	47	47	-1
48	47.5	48.5	-0.0423251194614516	0	0.135154148465487	48	48	48	-1
49	48.5	49.5	-0.0707521517046935	0	0.239885341326816	49	49	49	-1
50	49.5	50.5	-0.00125460714475655	0	0.249758463342626	50	50	50	-1
51	50.5	51.5	-0.0950713542692008	0	0.12050630122018	51	51	51	-1
52	51.5	52.5	-0.0200353390151989	0	0.179809804110743	52	52	52	-1
53	52.5	53.5	-0.0818103306132849	0	0.241700896676156	53	53	53	-1
54	53.5	54.5	-0.0942096162807685	0	0.218550173454952	54	54	54	-1
55	54.5	55.5	-0.111769169301822	0	0.193588300078323	55	55	55	-1
56	55.5	56.5	-0.0219333901951056	0	0.130332165071886	56	56	56	-1
57	56.5	57.5	-0.0714710709486191	0	0.128231035980275	57	57	57	-1
58	57.5	58.5	-0.151370682747928	0	0.24323646752776	58	58	58	-1
59	58.5	59.5	-0.0565302968390849	0	0.131652313686052	59	59	59	-1
60	59.5	60.5	-0.0349005774314902	0	0.180689858188206	60	60	60	-1
61	60.5	61.5	-0.0563248776471458	0	0.0339448901995563	61	61	61	-1
62	61.5	62.5	-0.141925933160413	0	0.180012924990163	62	62	62	-1
63	62.5	63.5	-0.172025261460808	0	0.224979609604922	63	63	63	-1
64	63.5	64.5	-0.164615623606312	0	0.147820409322248	64	64	64	-1
65	64.5	65.5	-0.103211491473445	0	0.175056642976392	65	65	65	-1
66	65.5	66.5	-0.126254013777991	0	0.249765175772144	66	66	66	-1
67	66.5	67.5	-0.14947367270374	0	0.243911846393972	67	67	67	-1
68	67.5	68.5	-0.166511784742922	0	0.218124652209912	68	68	68	-1
69	68.5	69.5	-0.092759072069207	0	0.180266343881925	69	69	69	-1
70	69.5	70.5	-0.172448221012523	0	0.242852412142187	70	70	70	-1
71	70.5	71.5	-0.172337479051542	0	0.0714282550229212	71	71	71	-1
72	71.5	72.5	-0.0845611670301284	0	0.0727244357880053	72	72	72	-1
73	72.5	73.5	-0.176778275683348	0	0.210349844670249	73	73	73	-1
74	73.5	74.5	-0.124970488887638	0	0.163221239099867	74	74	74	-1
75	74.5	75.5	-0.0981851563944848	0	0.248175070606054	75	75	75	-1
76	75.5	76.5	-0.0417039676066343	0	0.245676132281785	76	76	76	-1
77	76.5	77.5	-0.101868198179733	0	0.0538872761727282	77	77	77	-1
78	77.5	78.5	-0.0992582221708549	0	0.248036852138251	78	78	78	-1
79	78.5	79.5	-0.162299193536836	0	0.246991237946041	79	79	79	-1
80	79.5	80.5	-0.187813067299608	0	0.19771109396046	80	80	80	-1
81	80.5	81.5	-0.0988113771428112	0	0.0798162475780955	81	81	81	-1
82	81.5	82.5	-0.119649556314047	0	0.20010469871341	82	82	82	-1
83	82.5	83.5	-0.205156838900134	0	0.233789449703476	83	83	83	-1
84	83.5	84.5	-0.203431175521528	0	0.0923154817227526	84	84	84	-1
85	84.5	85.5	-0.111772251456168	0	0.105844445881342	85	85	85	-1
86	85.5	86.5	-0.165816686982038	0	0.173460299913683	86	86	86	-1
87	86.5	87.5	-0.113048539600986	0	0.249553226500038	87	87	87	-1
88	87.5	88.5	-0.143139587434271	0	0.178274292749753	88	88	88	-1
89	88.5	89.5	-0.097056011743463	0	0.235063205809583	89	89	89	-1
90	89.5	90.5	-0.0975543013848475	0	0.0340330051816627	90	90	90	-1
91	90.5	91.5	-0.148445104166082	0	0.045519518870773	91	91	91	-1
92	91.5	92.5	-0.196827243063518	0	0.240676357636567	92	92	92	-1
93	92.5	93.5	-0.115864990552153	0	0.238933548702183	93	93	93	-1
94	93.5	94.5	-0.100029101017958	0	0.158914607941248	94	94	94	-1
95	94.5	95.5	-0.105439202766889	0	0.027471892150099	95	95	95	-1
96	95.5	96.5	-0.185070585826379	0	0.100231337634336	96	96	96	-1
97	96.5	97.5	-0.128908276891431	0	0.244345095786003	97	97	97	-1
98	97.5	98.5	-0.189855893490128	0	0.222670374766105	98	98	98	-1
99	98.5	99.5	-0.197133341118318	0	0.240414041682358	99	99	99	-1
100	99.5	100.5	-0.167108622047149	0	0.233456162953106	100	100	100	-1
101	100.5	101.5	-0.12059152472647	0	0.249980558942633	101	101	101	-1
102	101.5	102.5	-0.207458440098496	0	0.211035964803697	102	102	102	-1
103	102.5	103.5	-0.164697294099831	0	0.066706787327822	103	103	103	-1
104	103.5	104.5	-0.0808784564295021	0	0.230338907664512	104	104	104	-1
105	104.5	105.5	-0.120222549455816	0	0.175623079880403	105	105	105	-1
106	105.5	106.5	-0.0681553438822671	0	0.24282999236372	106	106	106	-1
107	106.5	107.5	-0.156291034281835	0	0.097120236775147	107	107	107	-1
108	107.5	108.5	-0.0669359627053496	0	0.154945212232734	108	108	108	-1
109	108.5	109.5	-0.0380811594480945	0	0.222876751810327	109	109	109	-1
110	109.5	110.5	-0.123859013878587	0	0.147194250277635	110	110	110	-1
111	110.5	111.5	-0.104562390097328	0	0.0914839514313218	111	111	111	-1
112	111.5	112.5	-0.0471368693727645	0	0.183533669144011	112	112	112	-1
113	112.5	113.5	-0.112224810538267	0	0.249949036303022	113	113	113	-1
114	113.5	114.5	-0.0267114083856842	0	0.147182805015446	114	114	114	-1
115	114.5	115.5	-0.0252906576242413	0	0.233441024524958	115	115	115	-1
116	115.5	116.5	-0.110997732231001	0	0.231831965012818	116	116	116	-1
117	116.5	117.5	-0.103990871844401	0	0.154761104388703	117	117	117	-1
118	117.5	118.5	-0.0845506547343205	0	0.178918838840293	118	118	118	-1
119	118.5	119.5	-0.000627073457688795	0	0.221283772945387	119	119	119	-1
120	119.5	120.5	-0.015131108053691	0	0.195662190701586	120	120	120	-1
121	120.5	121.5	-0.0440414883055589	0	0.223155500013514	121	121	121	-1
122	121.5	122.5	0.014928307913282	0	0.248302520796552	122	122	122	-1
123	122.5	123.5	-0.0622495944539721	0	0.0220554937301422	123	123	123	-1
124	123.5	124.5	0.0236298543325758	0	0.234670749502996	124	124	124	-1
125	124.5	125.5	0.0309139592831135	0	0.114317559400892	125	125	125	-1
126	125.5	126.5	0.0272246767105643	0	0.0292963272724394	126	126	126	-1
127	126.5	127.5	0.0221591650960811	0	0.0855391464577421	127	127	127	-1
128	127.5	128.5	-0.0367840772698683	0	0.122641543188053	128	128	128	-1
129	128.5	129.5	-0.0633211217972515	0	0.248462650205606	129	129	129	-1
130	129.5	130.5	-0.0593376633484291	0	0.245338998115092	130	130	130	-1
131	130.5	131.5	0.00797871156008814	0	0.247285679234002	131	131	131	-1
132	131.5	132.5	-0.0172909419017397	0	0.181362418386667	132	132	132	-1
133	132.5	133.5	-0.102010659512644	0	0.230593708504081	133	133	133	-1
134	133.5	134.5	-0.0908421507957068	0	0.0701611023334018	134	134	134	-1
135	134.5	135.5	-0.00151237017494292	0	0.146862736587615	135	135	135	-1
136	135.5	136.5	0.0049797966748149	0	0.110167399546696	136	136	136	-1
137	136.5	137.5	-0.0683399234608836	0	0.0356336881173844	137	137	137	-1
138	137.5	138.5	0.00848252555344793	0	0.246852024644525	138	138	138	-1
139	138.5	139.5	-0.00498614766895454	0	0.107545285467184	139	139	139	-1
140	139.5	140.5	0.00598782878427256	0	0.171162164231471	140	140	140	-1
141	140.5	141.5	0.00196703059233278	0	0.123848683790323	141	141	141	-1
142	141.5	142.5	-0.0721113561232044	0	0.144255636466153	142	142	142	-1
143	142.5	143.5	-0.000994682687875767	0	0.247155246980233	143	143	143	-1
144	143.5	144.5	-0.0764856585413523	0	0.164757169891532	144	144	144	-1
145	144.5	145.5	0.00487483947486166	0	0.0350675930111326	145	145	145	-1
146	145.5	146.5	-0.0857050236888298	0	0.214725134284733	146	146	146	-1
147	146.5	147.5	0.0027544789053458	0	0.169588767775896	147	147	147	-1
148	147.5	148.5	-0.00274453315241956	0	0.0885406385539545	148	148	148	-1
149	148.5	149.5	-0.0867487336005829	0	0.126951146105472	149	149	149	-1
150	149.5	150.5	-0.0608195853453722	0	0.101128362116587	150	150	150	-1
151	150.5	151.5	-0.0862080086191434	0	0.203511933692867	151	151	151	-1
152	151.5	152.5	-0.0324560151021861	0	0.105755703182286	152	152	152	-1
153	152.5	153.5	-0.0972171464735227	0	0.0192214300971106	153	153	153	-1
154	153.5	154.5	-0.161768636499529	0	0.249999501440022	154	154	154	-1
155	154.5	155.5	-0.126585297573413	0	0.139882517964952	155	155	155	-1
156	155.5	156.5	-0.119514600032189	0	0.229956133503748	156	156	156	-1
157	156.5	157.5	-0.0730283315341648	0	0.23760532704769	157	157	157	-1
158	157.5	158.5	-0.146704453923863	0	0.24327487051175	158	158	158	-1
159	158.5	159.5	-0.0507215994762141	0	0.178537826920111	159	159	159	-1
160	159.5	160.5	-0.0433377781994479	0	0.154992689495865	160	160	160	-1
161	160.5	161.5	-0.112394365444356	0	0.118838471046422	161	161	161	-1
162	161.5	162.5	-0.0464376943325926	0	0.24984501040977	162	162	162	-1
163	162.5	163.5	-0.0672229821851665	0	0.0160228122560285	163	163	163	-1
164	163.5	164.5	-0.0901548692948105	0	0.177620001211408	164	164	164	-1
165	164.5	165.5	-0.179425240250297	0	0.225861632992441	165	165	165	-1
166	165.5	166.5	-0.0849447574826371	0	0.13141696363924	166	166	166	-1
167	166.5	167.5	-0.0708700766857387	0	0.16909468623671	167	167	167	-1
168	167.5	168.5	-0.067648614026491	0	0.0980475575616616	168	168	168	-1
169	168.5	169.5	-0.11417511905124	0	0.0658560062289096	169	169	169	-1
170	169.5	170.5	-0.112469958445919	0	0.0388603856040187	170	170	170	-1
171	170.5	171.5	-0.0340766864874965	0	0.0673401627135843	171	171	171	-1
172	171.5	172.5	-0.107266453457127	0	0.138676128058883	172	172	172	-1
173	172.5	173.5	-0.103669718430053	0	0.0483376339494858	173	173	173	-1
174	173.5	174.5	-0.0390200776716636	0	0.0918041702334467	174	174	174	-1
175	174.5	175.5	0.0310386704332886	0	0.249637037149016	175	175	175	-1
176	175.5	176.5	-0.051871418835744	0	0.0532244192879618	176	176	176	-1
177	176.5	177.5	-0.073252040681357	0	0.182545093601342	177	177	177	-1
178	177.5	178.5	0.00513464394093378	0	0.0596819871025753	178	178	178	-1
179	178.5	179.5	0.0587769801128112	0	0.243451793814903	179	179	179	-1
180	179.5	180.5	-0.0108813267127452	0	0.0454632166355631	180	180	180	-1
181	180.5	181.5	0.0377844748476508	0	0.249604214760493	181	181	181	-1
182	181.5	182.5	-0.0544112616034507	0	0.213855728196026	182	182	182	-1
183	182.5	183.5	-0.0194132585535511	0	0.147471906349005	183	183	183	-1
184	183.5	184.5	0.0619169840589767	0	0.231623360695461	184	184	184	-1
185	184.5	185.5	-0.0302636968182304	0	0.185083617311127	185	185	185	-1
186	185.5	186.5	-0.0351949548840408	0	0.104965829267763	186	186	186	-1
187	186.5	187.5	0.048714105745985	0	0.0537881748612925	187	187	187	-1
188	187.5	188.5	0.0794339310817935	0	0.224086692975304	188	188	188	-1
189	188.5	189.5	0.0684255909012971	0	0.141839286136016	189	189	189	-1
190	189.5	190.5	0.0622836843031132	0	0.181941971601414	190	190	190	-1
191	190.5	191.5	0.0266043332779812	0	0.197774331125897	191	191	191	-1
192	191.5	192.5	0.0744779756765555	0	0.24544014246357	192	192	192	-1
193	192.5	193.5	-0.0205609118266647	0	0.156536619902084	193	193	193	-1
194	193.5	194.5	0.0539488726908539	0	0.146137384186486	194	194	194	-1
195	194.5	195.5	-0.028867830358538	0	0.0465648908439346	195	195	195	-1
196	195.5	196.5	0.0608917980061743	0	0.224126549568119	196	196	196	-1
197	196.5	197.5	-0.0236361605622425	0	0.12229286870533	197	197	197	-1
198	197.5	198.5	-0.0250268186251229	0	0.237275751706927	198	198	198	-1
199	198.5	199.5	0.0005112011106422	0	0.235915152914243	199	199	199	-1
200	199.5	200.5	0.0005112011106422	0	0.24981702244801	200	200	200	-1
